emp_no,title,salary
102993,Senior Engineer,51044
102996,Senior Engineer,60588
102999,Senior Engineer,58611
103000,Senior Staff,46512
103005,Senior Engineer,69015
103007,Senior Staff,45076
103012,Engineer,49942
103019,Staff,59255
103022,Senior Staff,93932
103024,Senior Engineer,40000
103037,Senior Staff,60127
103038,Engineer,47024
103040,Senior Engineer,40000
103042,Senior Staff,70417
103048,Senior Staff,80917
103055,Senior Engineer,40000
103058,Senior Engineer,56772
103059,Technique Leader,49110
103061,Senior Engineer,40000
103071,Senior Staff,40000
103075,Senior Engineer,49198
103076,Senior Staff,78228
103083,Senior Engineer,45426
103084,Senior Engineer,40000
103090,Staff,40000
103091,Senior Engineer,40000
103092,Senior Engineer,63906
103101,Engineer,62675
103107,Senior Staff,40000
103122,Engineer,58743
103124,Staff,78825
103128,Senior Engineer,40000
103129,Senior Engineer,40000
103130,Senior Engineer,57225
103133,Senior Staff,67758
103143,Staff,41529
103156,Senior Staff,71706
103157,Senior Staff,48189
103159,Senior Engineer,40000
103163,Assistant Engineer,54764
103164,Senior Staff,66173
103168,Engineer,59496
103169,Staff,40000
103173,Staff,40000
103176,Senior Staff,88569
103178,Senior Engineer,60955
103179,Staff,76589
103184,Engineer,40000
103198,Senior Engineer,65725
103201,Senior Staff,63780
103208,Staff,63048
103209,Senior Engineer,46143
103215,Senior Staff,87056
103219,Senior Engineer,69296
103223,Senior Engineer,49621
103224,Senior Engineer,40000
103228,Engineer,40000
103232,Staff,40000
103234,Senior Staff,91181
103235,Senior Engineer,65899
103243,Staff,53384
103245,Senior Engineer,40000
103247,Technique Leader,67083
103252,Technique Leader,40000
103254,Staff,81437
103258,Senior Staff,40000
103259,Senior Staff,40000
103270,Senior Staff,53744
103271,Senior Engineer,40000
103275,Senior Engineer,54843
103281,Senior Staff,40000
103282,Senior Engineer,40000
103283,Engineer,51877
103284,Senior Engineer,40000
103294,Senior Staff,40000
103296,Senior Staff,40000
103302,Assistant Engineer,40552
103305,Staff,68252
103313,Senior Engineer,48931
103325,Senior Engineer,47890
103332,Senior Engineer,81180
103333,Senior Staff,70197
103338,Senior Staff,40000
103344,Senior Engineer,68040
103347,Assistant Engineer,72074
103349,Senior Engineer,44988
103350,Engineer,40000
103351,Senior Engineer,56479
103358,Senior Staff,62439
103360,Senior Engineer,40000
103362,Technique Leader,67172
103367,Senior Engineer,48288
103368,Senior Staff,52996
103369,Senior Staff,87791
103371,Staff,78990
103375,Senior Staff,76982
103383,Senior Staff,83033
103389,Senior Staff,53791
103393,Senior Engineer,40364
103398,Staff,77932
103404,Senior Staff,56870
103415,Senior Staff,60614
103419,Senior Engineer,46475
103424,Assistant Engineer,40000
103426,Senior Engineer,68664
103427,Senior Engineer,49747
103428,Senior Staff,60484
103430,Senior Engineer,40000
103435,Senior Engineer,46549
103439,Engineer,63326
103460,Senior Staff,55681
103463,Engineer,40000
103467,Senior Staff,69893
103476,Senior Engineer,55010
103477,Senior Staff,73525
103484,Senior Engineer,57461
103488,Senior Engineer,40000
103490,Senior Engineer,40000
103493,Engineer,63789
103504,Staff,60597
103505,Senior Staff,76990
103512,Staff,40000
103517,Senior Staff,73930
103523,Senior Engineer,45367
103524,Engineer,40000
103529,Senior Engineer,47841
103537,Senior Staff,79395
103538,Senior Engineer,45573
103539,Senior Staff,57511
103542,Technique Leader,40000
103544,Senior Engineer,49630
103553,Senior Staff,47164
103555,Engineer,71362
103558,Senior Staff,68004
103563,Senior Engineer,40001
103566,Senior Engineer,41852
103567,Senior Engineer,62521
103568,Technique Leader,40000
103569,Senior Engineer,40000
103572,Senior Engineer,50584
103573,Senior Staff,63857
103575,Senior Staff,60804
103576,Staff,40000
103578,Senior Staff,65509
103581,Senior Staff,40000
103583,Senior Staff,50256
103585,Senior Staff,58728
103586,Engineer,42217
103589,Senior Engineer,80369
103591,Senior Staff,69105
103595,Senior Staff,68103
103605,Technique Leader,51576
103607,Senior Staff,69271
103609,Senior Staff,87415
103614,Staff,57395
103621,Staff,45719
103622,Senior Engineer,59601
103624,Senior Engineer,52538
103626,Staff,60914
103627,Technique Leader,56053
103636,Senior Staff,40000
103640,Senior Staff,40000
103641,Engineer,56711
103644,Technique Leader,65011
103651,Senior Engineer,47225
103654,Engineer,40000
103657,Senior Engineer,40000
103658,Senior Engineer,40243
103659,Senior Engineer,62404
103661,Senior Engineer,40000
103663,Engineer,40000
103664,Staff,71497
103665,Senior Engineer,63183
103668,Senior Engineer,40000
103670,Senior Staff,66848
103679,Staff,82221
103681,Senior Staff,40000
103682,Senior Engineer,46159
103684,Senior Engineer,40634
103687,Senior Engineer,62826
103688,Senior Staff,63017
103690,Technique Leader,47536
103696,Senior Engineer,47138
103697,Engineer,49496
103699,Senior Engineer,40000
103709,Senior Staff,40000
103710,Technique Leader,40000
103711,Senior Staff,40000
103717,Staff,40000
103718,Engineer,48041
103719,Senior Staff,71260
103723,Senior Staff,40000
103729,Senior Engineer,59061
103731,Engineer,40000
103733,Senior Engineer,58383
103740,Senior Staff,55167
103741,Technique Leader,40000
103745,Staff,77508
103752,Senior Engineer,40000
103753,Senior Staff,40000
103754,Senior Engineer,43578
103759,Staff,47687
103764,Senior Engineer,73862
103766,Engineer,60020
103772,Senior Staff,40000
103773,Senior Engineer,40000
103776,Senior Staff,75817
103778,Senior Staff,50860
103780,Senior Staff,75697
103781,Senior Staff,70186
103782,Senior Staff,85804
103785,Staff,57384
103792,Senior Engineer,45070
103800,Senior Engineer,41825
103814,Staff,58452
103820,Senior Engineer,60292
103833,Engineer,52703
103835,Senior Engineer,53360
103842,Staff,40000
103848,Senior Staff,65757
103849,Senior Engineer,58511
103850,Staff,48712
103855,Technique Leader,46663
103862,Senior Engineer,40000
103865,Senior Engineer,40000
103869,Senior Staff,40000
103871,Engineer,40000
103876,Senior Engineer,40000
103878,Staff,40000
103885,Senior Staff,89317
103886,Senior Engineer,53918
103892,Senior Engineer,45599
103896,Senior Staff,54330
103897,Senior Engineer,68733
103898,Senior Staff,89803
103903,Senior Engineer,40000
103905,Staff,55945
103912,Senior Staff,63987
103913,Senior Engineer,50892
103918,Technique Leader,42579
103926,Senior Staff,83559
103934,Senior Engineer,55141
103936,Senior Engineer,45650
103938,Senior Engineer,40000
103939,Senior Engineer,74770
103951,Senior Engineer,40000
103960,Senior Staff,40000
103963,Senior Engineer,40000
103967,Senior Staff,61835
103971,Senior Staff,40000
103986,Senior Staff,78501
103987,Senior Engineer,69354
103988,Senior Staff,76665
103990,Senior Staff,93599
103996,Senior Engineer,40000
103997,Senior Staff,47269
104002,Staff,74271
104005,Senior Engineer,40000
104009,Engineer,40000
104011,Staff,68704
104014,Senior Engineer,48888
104020,Senior Engineer,63080
104021,Senior Engineer,40000
104024,Senior Engineer,40000
104028,Senior Staff,40000
104029,Staff,78220
104035,Senior Staff,77134
104043,Senior Staff,46283
104044,Staff,64723
104047,Engineer,40000
104052,Senior Staff,72960
104054,Senior Engineer,51886
104056,Assistant Engineer,42211
104060,Technique Leader,40000
104073,Senior Staff,79549
104086,Senior Staff,40000
104087,Engineer,40000
104091,Senior Staff,88769
104092,Assistant Engineer,48196
104093,Senior Staff,50592
104099,Senior Staff,59258
104110,Senior Staff,100525
104117,Staff,40000
104122,Senior Engineer,40000
104126,Staff,40000
104130,Senior Engineer,40000
104135,Staff,80914
104140,Senior Engineer,46765
104143,Senior Engineer,40000
104144,Engineer,40000
104145,Senior Engineer,40000
104153,Senior Staff,40000
104160,Technique Leader,57764
104163,Senior Staff,49990
104165,Senior Staff,44572
104166,Senior Staff,40000
104170,Engineer,50492
104175,Senior Engineer,72614
104180,Staff,40000
104184,Senior Engineer,40000
104188,Engineer,41707
104196,Senior Staff,40000
104203,Staff,72926
104205,Senior Staff,42526
104210,Technique Leader,40000
104211,Staff,75010
104212,Senior Staff,54803
104216,Senior Engineer,41982
104221,Senior Engineer,48877
104222,Senior Engineer,40000
104223,Senior Staff,71987
104228,Senior Engineer,53779
104229,Technique Leader,47659
104231,Staff,70936
104232,Senior Staff,40000
104233,Engineer,43781
104241,Senior Staff,57717
104247,Senior Staff,64725
104254,Senior Engineer,50220
104258,Staff,79783
104265,Senior Staff,40000
104266,Engineer,42290
104283,Senior Staff,46024
104287,Senior Staff,42227
104289,Technique Leader,40000
104294,Senior Engineer,46683
104298,Engineer,84092
104302,Senior Staff,40000
104303,Engineer,61503
104306,Engineer,70854
104311,Senior Staff,71986
104312,Senior Staff,74364
104313,Senior Engineer,40000
104315,Senior Staff,40000
104316,Senior Engineer,43226
104326,Senior Staff,52612
104328,Technique Leader,57862
104329,Senior Engineer,40000
104333,Senior Staff,75192
104334,Engineer,46605
104335,Senior Staff,65374
104336,Senior Engineer,41393
104338,Senior Engineer,66602
104352,Senior Staff,59241
104354,Senior Engineer,54451
104357,Senior Engineer,40000
104361,Senior Engineer,40000
104363,Senior Staff,66971
104364,Senior Staff,95635
104366,Technique Leader,40000
104369,Senior Staff,74877
104373,Engineer,40000
104381,Senior Engineer,70641
104384,Senior Engineer,40000
104387,Senior Staff,55229
104389,Senior Engineer,40000
104392,Staff,80645
104399,Senior Engineer,40000
104402,Staff,74547
104404,Senior Staff,73443
104410,Engineer,40000
104411,Senior Staff,40000
104414,Senior Staff,81187
104419,Senior Staff,52906
104427,Senior Staff,87992
104431,Senior Staff,45628
104432,Staff,62375
104435,Staff,41518
104437,Assistant Engineer,69666
104452,Senior Engineer,40000
104456,Senior Engineer,40000
104462,Senior Staff,51689
104467,Senior Engineer,40000
104475,Technique Leader,59047
104478,Technique Leader,46511
104480,Senior Staff,87795
104497,Engineer,48915
104500,Assistant Engineer,40000
104502,Technique Leader,56210
104503,Senior Engineer,40000
104504,Senior Engineer,44682
104508,Senior Engineer,58000
104510,Senior Staff,74238
104514,Senior Staff,40000
104515,Senior Staff,81676
104517,Senior Staff,66270
104518,Senior Staff,40000
104520,Senior Staff,76708
104522,Senior Staff,75536
104525,Assistant Engineer,41106
104529,Staff,54637
104532,Engineer,46732
104536,Senior Staff,74153
104537,Technique Leader,43916
104540,Senior Engineer,55422
104541,Engineer,40000
104542,Staff,73985
104543,Senior Staff,47748
104549,Assistant Engineer,53559
104550,Senior Engineer,40000
104551,Senior Engineer,64188
104557,Technique Leader,75651
104565,Senior Engineer,45698
104569,Staff,40000
104571,Senior Engineer,40000
104577,Senior Staff,40000
104588,Senior Staff,53531
104589,Senior Staff,78756
104592,Senior Staff,69015
104593,Senior Engineer,40000
104594,Senior Engineer,55997
104596,Engineer,63935
104600,Senior Engineer,68888
104607,Senior Staff,62188
104610,Senior Staff,61345
104615,Senior Staff,40000
104625,Senior Engineer,40000
104626,Senior Staff,40000
104629,Senior Engineer,40000
104637,Senior Staff,59793
104640,Engineer,41338
104644,Senior Engineer,49794
104648,Senior Engineer,88195
104658,Assistant Engineer,52965
104659,Engineer,42428
104660,Senior Staff,46522
104663,Engineer,40000
104670,Senior Engineer,40000
104674,Senior Engineer,44232
104680,Engineer,40754
104682,Senior Staff,60251
104691,Senior Staff,81678
104696,Senior Staff,40000
104710,Senior Staff,88948
104711,Senior Engineer,54612
104717,Senior Engineer,60687
104718,Senior Engineer,44493
104721,Engineer,40000
104722,Staff,52894
104723,Senior Engineer,40000
104728,Senior Engineer,46556
104730,Senior Staff,75494
104736,Senior Engineer,43181
104739,Engineer,48454
104740,Senior Staff,74510
104742,Staff,40000
104745,Engineer,40000
104747,Engineer,53046
104748,Senior Staff,40000
104751,Staff,81827
104753,Technique Leader,40000
104755,Senior Engineer,48669
104760,Technique Leader,40000
104767,Senior Staff,44001
104772,Staff,63539
104779,Senior Engineer,71875
104783,Senior Staff,46818
104785,Senior Staff,40000
104787,Engineer,47026
104801,Senior Staff,44627
104811,Senior Engineer,40000
104815,Senior Staff,72840
104819,Senior Staff,78003
104826,Senior Engineer,48511
104829,Senior Staff,44573
104831,Engineer,40000
104838,Senior Engineer,40000
104846,Senior Staff,82156
104849,Senior Staff,74270
104850,Senior Engineer,60640
104852,Senior Engineer,52882
104865,Engineer,40646
104866,Senior Staff,83471
104870,Senior Staff,94450
104875,Senior Engineer,72081
104877,Senior Staff,40000
104880,Engineer,40000
104882,Technique Leader,48579
104884,Senior Engineer,40000
104885,Technique Leader,50438
104894,Senior Staff,54118
104897,Engineer,81224
104899,Senior Staff,45030
104911,Senior Staff,40000
104919,Senior Engineer,40000
104921,Senior Engineer,47602
104928,Senior Engineer,40000
104929,Senior Staff,40562
104930,Technique Leader,40000
104931,Staff,98125
104933,Senior Staff,40000
104936,Senior Engineer,40000
104939,Senior Engineer,56152
104941,Senior Engineer,43708
104945,Senior Engineer,52910
104948,Staff,40000
104950,Senior Staff,40000
104954,Assistant Engineer,40000
104961,Senior Staff,40000
104967,Staff,89156
104974,Staff,53407
104977,Engineer,52210
104979,Senior Staff,40000
104992,Senior Staff,88987
104993,Senior Staff,43732
104998,Senior Engineer,40000
105002,Senior Staff,61818
105006,Senior Staff,74037
105010,Staff,40934
105032,Senior Staff,88124
105033,Engineer,58325
105040,Senior Engineer,58016
105041,Senior Engineer,63701
105044,Staff,79737
105053,Senior Staff,40000
105060,Senior Staff,58083
105063,Senior Engineer,40000
105071,Staff,41988
105072,Engineer,40377
105075,Senior Engineer,59902
105079,Senior Staff,76063
105081,Senior Engineer,50813
105085,Senior Staff,40000
105091,Staff,40000
105093,Senior Staff,55151
105095,Senior Engineer,45472
105100,Engineer,40000
105103,Senior Engineer,48862
105117,Engineer,40000
105120,Senior Engineer,40000
105122,Senior Staff,73833
105123,Senior Staff,40000
105131,Senior Engineer,83618
105132,Staff,42110
105133,Engineer,53130
105135,Technique Leader,48552
105139,Technique Leader,40000
105143,Senior Engineer,60706
105146,Senior Staff,45494
105148,Engineer,40000
105152,Senior Staff,47925
105153,Engineer,53865
105155,Senior Engineer,40000
105156,Senior Staff,46593
105162,Senior Staff,46346
105167,Senior Staff,68908
105183,Senior Staff,40000
105184,Senior Staff,67146
105185,Senior Engineer,55245
105189,Senior Engineer,45363
105198,Staff,49357
105202,Senior Staff,48818
105204,Senior Staff,52936
105208,Senior Engineer,53701
105211,Senior Engineer,40000
105220,Engineer,40000
105221,Senior Staff,44801
105222,Senior Engineer,49060
105223,Senior Engineer,48708
105225,Senior Staff,68045
105226,Staff,55174
105228,Staff,47866
105234,Senior Engineer,40000
105239,Senior Staff,68174
105241,Senior Engineer,52992
105257,Senior Engineer,42799
105259,Engineer,66711
105261,Senior Engineer,40000
105262,Senior Engineer,40000
105264,Senior Staff,56850
105268,Senior Engineer,40000
105272,Engineer,49142
105278,Senior Staff,40000
105291,Senior Staff,40000
105296,Staff,78182
105302,Senior Staff,40000
105303,Staff,40000
105304,Senior Engineer,42004
105310,Senior Engineer,40000
105311,Staff,62523
105313,Senior Staff,66797
105319,Senior Staff,40000
105321,Senior Engineer,40000
105323,Senior Staff,40000
105324,Senior Staff,40000
105325,Senior Engineer,65415
105326,Engineer,40000
105328,Technique Leader,40000
105332,Senior Engineer,47812
105336,Senior Engineer,40000
105345,Staff,51213
105346,Senior Engineer,40000
105357,Senior Engineer,40000
105365,Senior Engineer,40000
105369,Staff,57738
105372,Senior Engineer,59231
105375,Senior Engineer,44386
105377,Senior Engineer,58670
105380,Technique Leader,40000
105388,Senior Engineer,40748
105391,Engineer,40000
105395,Senior Staff,48293
105396,Senior Staff,65691
105399,Engineer,40000
105401,Engineer,40000
105406,Senior Staff,40000
105408,Senior Engineer,68754
105410,Senior Engineer,40000
105416,Senior Engineer,42667
105417,Senior Engineer,65530
105421,Senior Staff,40000
105424,Assistant Engineer,40000
105425,Senior Staff,56218
105428,Staff,47524
105431,Senior Staff,105598
105433,Engineer,40000
105435,Engineer,49205
105436,Senior Engineer,56984
105437,Senior Staff,103639
105440,Senior Staff,42547
105441,Senior Staff,77975
105442,Senior Staff,63697
105451,Staff,95811
105452,Staff,63027
105466,Senior Staff,40000
105474,Engineer,71709
105481,Senior Staff,40000
105482,Engineer,56125
105485,Technique Leader,40000
105487,Senior Staff,62047
105488,Senior Engineer,65916
105489,Senior Staff,78258
105493,Senior Staff,46440
105498,Senior Engineer,40000
105500,Senior Staff,55354
105515,Senior Engineer,48243
105516,Engineer,65171
105517,Senior Staff,40859
105521,Senior Staff,57333
105527,Senior Engineer,40000
105532,Senior Engineer,47690
105533,Senior Engineer,40000
105541,Technique Leader,40000
105542,Senior Engineer,65851
105543,Senior Engineer,60981
